 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19
RF03135#URS0001A23BD7_751944/1-100#subopt4,   5.72893, -0.316463,  0.246416, -0.256955,   1.47649,  -1.94068,  0.917833,-0.0253525,   1.40823, -0.717555, 0.0596314, -0.197159,  0.236512, -0.270118,   0.49393,   -1.6482,  0.921642,  0.131976,-0.0493475
RF03127#URS0001A243B9_12908/1-75#subopt0,   4.07157,   1.75791,  -1.04536, -0.203528,-0.0424743,  -0.32586, -0.290871, -0.866844,  0.387787,  0.519491, -0.890293,  0.726937,  0.225276,  0.373468,  0.413974, -0.663019, 0.0504771,  0.560731,  0.211804
RF03127#URS0001A243B9_12908/1-75#subopt1,   4.7278,  1.48256, -1.69058, 0.170337,-0.192566, -0.88593, 0.238971,-0.940718, 0.444565, 0.306377,-0.796795, 0.240995,-0.425912, 0.403664,-0.155392,-0.222953, 0.055678,  1.08609, 0.189755
RF03127#URS0001A243B9_12908/1-75#subopt2,  3.34411,  2.22867, -1.10752, 0.640648,-0.613707,-0.222315, 0.221307,-0.177945,0.0821438, 0.739263,-0.428839, 0.193661,-0.118091,0.0925443,   0.9197,-0.622725, 0.420802, 0.746078,  0.70624
RF03127#URS0001A243B9_12908/1-75#subopt3,  4.02971,  1.96433, -1.75346,   1.0144,-0.750834,-0.779776, 0.753139,-0.252912, 0.135197, 0.528464, -0.33822,-0.291196, -0.77646, 0.117661, 0.354338,-0.183824,  0.42303,  1.27275, 0.678534
RF03127#URS0001A243B9_12908/1-75#subopt4,   3.31408,   2.31192,  -1.19701,  0.540798, -0.522566, -0.302243,  0.223179, -0.015311,  0.598556,  0.617211, -0.658274,  0.496668,-0.0283718,  0.198934,   1.18571, -0.227684,  0.371311,  0.730927,  0.465725
RF03127#FR892111.1/50988-50914#subopt0,  4.10364,  2.17664,-0.525122, 0.686705,-0.860073,  1.01608,  0.49873, 0.343148,0.0547625, 0.605586,-0.627477,-0.175617,0.0578748,-0.100321, 0.285049,-0.181289, 0.796167, 0.974195, 0.497481
RF03127#FR892111.1/50988-50914#subopt1,   4.07012,   2.27257, -0.565135,  0.583332, -0.755279,  0.960196,  0.472163,  0.596838,  0.514791,  0.337314, -0.977603,   0.20511,  0.109498,-0.0131508,  0.617854,  0.288493,  0.885024,  0.939119,  0.227715
RF03127#FR892111.1/50988-50914#subopt2,  4.72634,  1.99721, -1.21035, 0.957194,-0.905375, 0.400129,  1.00201, 0.522962, 0.571567, 0.124202,-0.884108,-0.280832,-0.541692,0.0170446,0.0484893, 0.728557, 0.890219,  1.46447, 0.205667
RF03127#FR892111.1/50988-50914#subopt3,   4.17243,   2.05988, -0.460773,  0.732376, -0.444821,  0.671426,  0.686884,  0.634003,  0.108887,  0.290206, -0.562278, 0.0251123,  0.589309,-0.0938303,  0.616166,  0.395561,  0.775007,  0.917941,  0.492657
RF03127#FR892111.1/50988-50914#subopt4,   4.82865,   1.78453,    -1.106,   1.10624, -0.594913,  0.111358,   1.21672,  0.560127,  0.165663, 0.0770936, -0.468781,  -0.46083,-0.0618807,-0.0636357, 0.0468028,  0.835624,  0.780204,   1.44329,  0.470606
RF03127#URS0001A23360_12908/1-75#subopt0,  4.10364,  2.17664,-0.525122, 0.686705,-0.860073,  1.01608,  0.49873, 0.343148,0.0547625, 0.605586,-0.627477,-0.175617,0.0578748,-0.100321, 0.285049,-0.181289, 0.796167, 0.974195, 0.497481
RF03127#URS0001A23360_12908/1-75#subopt1,   4.07012,   2.27257, -0.565135,  0.583332, -0.755279,  0.960196,  0.472163,  0.596838,  0.514791,  0.337314, -0.977603,   0.20511,  0.109498,-0.0131508,  0.617854,  0.288493,  0.885024,  0.939119,  0.227715
RF03127#URS0001A23360_12908/1-75#subopt2,  4.72634,  1.99721, -1.21035, 0.957194,-0.905375, 0.400129,  1.00201, 0.522962, 0.571567, 0.124202,-0.884108,-0.280832,-0.541692,0.0170446,0.0484893, 0.728557, 0.890219,  1.46447, 0.205667
RF03127#URS0001A23360_12908/1-75#subopt3,   4.17243,   2.05988, -0.460773,  0.732376, -0.444821,  0.671426,  0.686884,  0.634003,  0.108887,  0.290206, -0.562278, 0.0251123,  0.589309,-0.0938303,  0.616166,  0.395561,  0.775007,  0.917941,  0.492657
RF03127#URS0001A23360_12908/1-75#subopt4,   4.82865,   1.78453,    -1.106,   1.10624, -0.594913,  0.111358,   1.21672,  0.560127,  0.165663, 0.0770936, -0.468781,  -0.46083,-0.0618807,-0.0636357, 0.0468028,  0.835624,  0.780204,   1.44329,  0.470606
RF03127#URS0001A24415_1111130/1-75#subopt0,   4.23607,   1.69782,  -1.70546,  0.687315, -0.458982, -0.323136,  0.748169, 0.0250616,  0.317493,  0.944181,-0.0776398,  0.404314,  0.543575,-0.0401575,   1.18464,  0.757232,   0.22542,  0.104482,  0.537765
RF03127#URS0001A24415_1111130/1-75#subopt1,   4.23607,   1.69782,  -1.70546,  0.687315, -0.458982, -0.323136,  0.748169, 0.0250616,  0.317493,  0.944181,-0.0776398,  0.404314,  0.543575,-0.0401575,   1.18464,  0.757232,   0.22542,  0.104482,  0.537765
RF03127#URS0001A24415_1111130/1-75#subopt2,   4.18338,   1.46168,  -1.51164,  0.722379, -0.524521,-0.0200139, -0.444992, -0.129064,  0.405897,  0.866938, -0.278345,  0.545064, -0.434579,  0.392874,  0.702425,  0.922844, -0.254885, 0.0536581,  0.261085
RF03127#URS0001A24415_1111130/1-75#subopt3,    4.20143,    1.70103,   -1.59631,   0.776727,  -0.602322,-0.00579511,  0.0518067,  -0.536681,   0.604412,     1.2475,  -0.282328,   0.503292,  0.0333858,   0.244381,   0.995318,   0.659637,   0.274979,   0.121725,   0.167096
RF03127#URS0001A24415_1111130/1-75#subopt4,    4.10696,    1.87785,   -1.75255,   0.511529,  -0.764164,  -0.144376,   0.508948, -0.0237185,   0.768068,    1.02764,  -0.495844,    0.50012,-0.00816375,-0.00263274,    1.16812,   0.437909,   0.301353,   0.114595,   0.297516
RF03000#URS0000D6CE60_12908/1-124#subopt0,  5.88252, 0.926118, 0.193553,-0.512978,-0.485593, 0.967551,-0.900261,  1.02763, -1.04193, -1.02583, 0.775729, -1.00065, -1.27512,-0.440431, -1.11057,0.0957683,  0.34586, -1.63039,-0.134226
RF03000#URS0000D6CE60_12908/1-124#subopt1,    5.1239,   1.42188,-0.0342854,   1.41985, -0.442248,  0.353547, -0.488655,   1.65208, -0.897373, -0.598879,   1.20522,  -1.38504,  -1.15013, -0.336418,  -1.00937,  0.334044,  0.138362,  -1.30085,-0.0594588
RF03000#URS0000D6CE60_12908/1-124#subopt2,   6.34474,  0.621461,0.00163024,  -1.22839, -0.723258,  0.748631,  -0.59245,  0.475707,  -1.29565,  -0.77608,  0.199139,  -1.55639,  -1.38159, 0.0095755,  -0.93857,   0.42716, 0.0653794, -0.811127, -0.101638
RF03000#URS0000D6CE60_12908/1-124#subopt3,   6.32614,  0.671341,-0.0557236,  -1.21454, -0.670295,  0.610366, -0.521928,  0.401293,  -1.38832,  -1.01421,  0.182976,  -1.53027,  -1.38098,-0.0813472, -0.905775,  0.663592, -0.103069, -0.974837, -0.164522
RF03000#URS0000D6CE60_12908/1-124#subopt4,   5.72251,   1.00201, -0.252513,  0.479964, -0.532784,-0.0868998, -0.149044,   1.09273,  -1.31028, -0.502881,  0.536596,  -2.05257,  -1.22711,  0.152275, -0.777852,  0.761005, -0.384209, -0.649694, -0.124097
RF03000#URS0000D6B574_12908/1-124#subopt0,   5.13491,   1.61267,-0.0047934,   1.81338,  0.347405, -0.298879, -0.330837,   1.80018, -0.852557, -0.470672,  0.838031,  -1.23818, -0.403044,-0.0285632,  -1.46561, -0.241554,  0.642487, -0.465436,  0.814928
RF03000#URS0000D6B574_12908/1-124#subopt1,  5.86614,  1.02284,-0.106377, 0.573694,  0.39655, -0.64001, 0.234082,    1.116, -1.24263,-0.171739, 0.192469, -1.74159,-0.273099, 0.863153, -1.58436,-0.259538, 0.263256,-0.265991, 0.807258
RF03000#URS0000D6B574_12908/1-124#subopt2,   5.14846,   1.51411,-0.0215937,   1.54854, -0.173335,  0.436778, -0.113809,   1.73145, -0.717216, -0.440886,   1.39196,  -1.34967,  -1.02132,  0.113872,  -1.44011, -0.212611,  0.174567, -0.861129,  0.266374
RF03000#URS0000D6B574_12908/1-124#subopt3,   5.14024,   1.60434,0.00311323,   1.85882,  0.430598,   -0.3272, -0.324771,   1.79602, -0.807208, -0.510928,  0.819836,  -1.22036, -0.453487,  0.111802,  -1.41711, -0.271443,  0.724537, -0.505153,  0.727635
RF03000#URS0000D6B574_12908/1-124#subopt4,   5.14997,   1.62573,-0.0992329,   1.76806,   0.15326,  -0.10254, -0.448477,   2.17767, -0.152105, -0.677217,  0.454527,  -1.03228,  -0.29302, 0.0598195,  -0.94552, -0.273918,  0.446755,  0.143002,  0.540912
RF03000#URS0000D699FC_12908/1-122#subopt0,   5.22088,   1.64391,-0.0682724,    1.3576, -0.295532,  0.379719,-0.0390505,   2.04385, 0.0921209, -0.541382,  0.958947,  -1.07488, -0.988877,  0.262053,  -1.08957, 0.0912638,  0.100683, -0.860067, 0.0173184
RF03000#URS0000D699FC_12908/1-122#subopt1,   5.15613,   1.40302, 0.0659872,   1.48652, -0.619294,  0.395894, -0.410208,   1.56192,  -1.09234, -0.347752,   1.30152,  -1.51229,  -1.02062,  -0.11782, -0.910726,-0.0836272,  0.472803,  -1.20226,-0.0847128
RF03000#URS0000D699FC_12908/1-122#subopt2,   5.89472,  0.801306, -0.043297,  0.222801,  -0.56824, 0.0544376,  0.200411,  0.889005,  -1.50912,-0.0302854,  0.630903,  -1.99959, -0.877648,  0.752911,  -1.06887,-0.0851978,  0.137677, -0.943055,-0.0583113
RF03000#URS0000D699FC_12908/1-122#subopt3,   5.15449,   1.42294,0.00748944,   1.50033,  -0.57231,  0.386238, -0.340874,   1.57879,  -1.10671, -0.339399,   1.19968,  -1.45785, -0.998287, -0.135206,  -0.90299, -0.182573,  0.532868,  -1.22367,-0.0549671
RF03000#URS0000D699FC_12908/1-122#subopt4,  5.16085,  1.46711,-0.111114,  1.40412,-0.693636, 0.680092, -0.51531,  1.88903, -0.43569,-0.653623, 0.880373, -1.26485,-0.835057,-0.105268,-0.346178,-0.101413, 0.314998,-0.553236,-0.274606
RF03000#URS0000D666B2_12908/1-126#subopt0,  5.09688,  1.89081, 0.683993,  0.08457,-0.309351, 0.256794,-0.326343,  1.50055, -0.15717,-0.598802, 0.386532, -1.30627, -0.77263, 0.010739,-0.572411, 0.523551, 0.090973,-0.703588,0.0569247
RF03000#URS0000D666B2_12908/1-126#subopt1,  5.79536,  1.28016,-0.100808, 0.356407,-0.482109,-0.131872, 0.235991,  1.40738,-0.216005,-0.532419, 0.171946, -1.42248, -1.09472, 0.238274,-0.665401, 0.974909,-0.187508,-0.480672,  0.11537
RF03000#URS0000D666B2_12908/1-126#subopt2,   5.66615,   1.46332,   1.02421,  -1.12104, -0.252678, -0.140214, -0.313824,  0.984629, -0.160664, -0.156272,-0.0515111,  -2.02283, -0.576821, -0.190846, -0.652724,  0.158714, -0.265914, -0.901749,  0.203031
RF03000#URS0000D666B2_12908/1-126#subopt3,   6.25705,  0.933088,-0.0814096, -0.760023, -0.393901, -0.343293,  0.854027,  0.729361, -0.596009, -0.289375, -0.395353,  -1.79585, -0.896586,  0.984394, -0.794179,   1.00413, -0.482972, -0.245807,  0.105173
RF03000#URS0000D666B2_12908/1-126#subopt4,   5.7984,  1.29813,-0.101827, 0.308918,-0.529155,-0.148952, 0.235297,  1.41941,-0.202831,-0.507708, 0.167732, -1.43311, -1.07825, 0.179144, -0.72168, 0.989111,-0.250573,-0.534282,0.0865956
RF02035#CP020778.1/1338870-1339010#subopt0,  6.98144, 0.273306,-0.983379,  -1.2303,-0.618126,  1.09152, 0.860496,  1.01162,    0.199,-0.867158,  0.38307,-0.435719,-0.483102,  1.70505,  1.04286, -0.64477,  0.92056,-0.310604, 0.727051
RF02035#CP020778.1/1338870-1339010#subopt1,   6.94259,  0.309875, -0.968925,  -1.25737, -0.697325,  0.989746,  0.538287,   1.03512,  0.128653, -0.850192,  0.601857, -0.265295, -0.500201,   1.30202,   1.35345,-0.0156877,  0.695571, 0.0363868,  0.591686
RF02035#CP020778.1/1338870-1339010#subopt2,  6.89399, 0.346308, -1.11422, -1.31187, -0.68315, 0.916857, 0.558394,  1.19309, 0.684988,-0.883478, 0.258221, 0.173219,-0.264824,  1.30783,  1.47215, 0.338776, 0.458215, 0.179547, 0.365271
RF02035#CP020778.1/1338870-1339010#subopt3,   6.88122,  0.382497,  -1.33197,  0.506219, -0.971857,-0.0384129,   1.13922,   1.51777,  0.026187, -0.330498,  0.144986,  -1.05718, -0.790289,   1.07387,   1.05512,  0.734852,   1.31215,  0.201365,  0.516798
RF02035#CP020778.1/1338870-1339010#subopt4,  6.82168, 0.344341, -1.10101, -1.35099,-0.893904, 0.864349, 0.774693, 0.185272,-0.277597, -1.17527,-0.270721,-0.336637, -0.11192,  1.51916,  1.25195,-0.617666,  1.04241,-0.148858, 0.575577
RF02035#NHLW01000073.1/8554-8694#subopt0,   7.83082, -0.929263,  -1.52568, -0.576042, -0.756224,   1.51146, -0.580961, -0.242095,  -1.27807,   0.36153,   1.29414,   -1.5631, -0.394271,   1.37363,  0.746713,  0.146652,  0.865214,-0.0259666, 0.0516052
RF02035#NHLW01000073.1/8554-8694#subopt1,   7.90079, -0.844763,  -1.59436,  -0.71988, -0.852414,   1.49216, -0.580285,-0.0259398,   -0.5006,  0.240245,  0.904547,  -1.24817, -0.136417,   1.34785,    1.0376,   0.42006,  0.780491,  0.180511, -0.114523
RF02035#NHLW01000073.1/8554-8694#subopt2,   7.76815,  -1.04061,  -2.10854,   0.40226, -0.857296,   1.69667, -0.651056,-0.0115143,  -1.21611,  0.367451,   1.13971,  -1.28038, -0.366134,   1.12863,  0.771619, -0.124348,   0.84627,  -0.61986, -0.123802
RF02035#NHLW01000073.1/8554-8694#subopt3,  7.84109,-0.922884, -1.54844,-0.585715,-0.721103,  1.52276, -0.67157,-0.306743,  -1.2935, 0.286664,  1.31225, -1.48904,-0.370127,  1.41427, 0.685036,0.0480142, 0.880576,0.0566213,0.0799956
RF02035#NHLW01000073.1/8554-8694#subopt4,   7.91107,  -0.83838,  -1.61712, -0.729553, -0.817297,   1.50346, -0.670895,-0.0905856, -0.516031,  0.165378,  0.922656,  -1.17411, -0.112273,   1.38849,  0.975928,  0.321425,  0.795855,  0.263101,-0.0861328
RF02035#LHBX01000012.1/906-766#subopt0,    7.38766, -0.0823608,   -1.50902,   -1.00309,  -0.494323,   0.780607,    1.34055,    1.13664, -0.0884568,  -0.581308,-0.00189062,  -0.837801,  -0.226028,    2.13365,   0.152351,  -0.765971,   0.245309,  0.0130556,   0.727634
RF02035#LHBX01000012.1/906-766#subopt1,   7.45615, -0.229156,  -1.42305,  -1.02076,  -0.59851,  0.692612,   1.04458,   1.11235,0.00017404, -0.660235,  0.232957, -0.776637, -0.233174,   1.85314,   0.46584, -0.221259, 0.0816542,  0.299886,  0.665052
RF02035#LHBX01000012.1/906-766#subopt2,   7.40416, -0.169932,   -1.5846,  -1.08071, -0.428316,  0.688918,   1.01396,   1.19891,  0.572425, -0.841458,-0.0646817, -0.333208,0.00496411,   1.94087,  0.669771,  0.216833,-0.0957887,   0.46532,  0.405717
RF02035#LHBX01000012.1/906-766#subopt3,   7.44003,-0.0695111,  -1.29492, -0.951853, -0.518392,   1.45413,  0.575456,  0.633857,  0.203774, -0.534581,  0.323775, -0.489776, -0.326557,   2.21568,  0.740339, -0.664371,  0.792288, -0.328045,  0.313336
RF02035#LHBX01000012.1/906-766#subopt4,   7.50854, -0.216309,  -1.20894, -0.969528, -0.622577,   1.36613,  0.279497,  0.609572,  0.292404, -0.613512,  0.558622, -0.428612, -0.333707,   1.93517,   1.05383, -0.119662,  0.628632,-0.0412146,   0.25075
RF02035#JMFQ01072660.1/60993-60873#subopt0,  6.30292, -1.32531,-0.157551, 0.174271,  1.12804, 0.211815,-0.103025, -1.55995, 0.460579,  0.46454, 0.722167, 0.593329, 0.838361,-0.445839,-0.390249,0.0358613,-0.364248, 0.304494,-0.434176
RF02035#JMFQ01072660.1/60993-60873#subopt1,   6.74975,  -1.43184,-0.0620908, -0.704659,   1.02661, 0.0695296, -0.407243,  -1.60319,  0.305251, -0.381361,  0.666594,  0.727919,  0.700243, -0.306663, -0.272534,  0.165224,  0.331742,  0.267486, -0.706054
RF02035#JMFQ01072660.1/60993-60873#subopt2,   6.42783,  -1.28326, -0.106325, 0.0343392,  0.873416,  0.648276, -0.422649,  -1.58891,  0.132213,-0.0789663,    0.3604,  0.876258,  0.688778, -0.400609, -0.617672, 0.0433042, 0.0131205,  0.264814, -0.692152
RF02035#JMFQ01072660.1/60993-60873#subopt3,   6.21323,  -1.00598,  -0.25139,  0.168417,   1.07282, -0.477362, -0.197327,  -1.31496,  0.900702, -0.222256,-0.0873095,   0.66045,  0.773138, -0.381756,0.00225028,   -0.4072,  -0.36428,  0.305378, -0.306076
RF02035#JMFQ01072660.1/60993-60873#subopt4,  6.64508, -1.10275,-0.146057,-0.703008, 0.974376,-0.624391,-0.498291, -1.33348, 0.755491, -1.02754,-0.136087, 0.754406,   0.6241,-0.230844, 0.133882,-0.258689, 0.333268, 0.275748,-0.583406
RF03069#URS0000D67941_12908/1-181#subopt0,  7.95248, 0.991111,-0.433016, -2.04142, -1.55304, 0.482947,  1.03541,-0.656009, 0.286628, -2.13677,-0.194299,-0.810889,0.0282736, -1.98656,-0.591299,-0.464091, 0.744842,  0.66405,-0.604841
RF03069#URS0000D67941_12908/1-181#subopt1,  7.91521, -0.26442,  1.11777, -2.97254,-0.670661, 0.692247,  1.43857,-0.936932, 0.438898, -1.92117,-0.675776,  -1.1225,-0.911187, -1.75255, 0.421303, -0.11787, 0.478164, 0.749954,-0.356225
RF03069#URS0000D67941_12908/1-181#subopt2,   7.71573,-0.0885456,   1.32419,  -2.29814, -0.610575,   1.20352,   1.34248, -0.543248,  0.463262,  -1.91426, -0.846958, -0.804724, -0.520989,  -1.98061,  0.287227, -0.316442,  0.226329,  0.660526, -0.212463
RF03069#URS0000D67941_12908/1-181#subopt3,   7.65994,-0.0913029,   1.27224,  -2.27983, -0.470991,   1.22921,   1.28143, -0.332752,  0.254416,  -1.90878, -0.998266, -0.553019, -0.711334,  -1.61975,  0.168953, -0.140922,   0.20225,  0.623635, -0.189963
RF03069#URS0000D67941_12908/1-181#subopt4,   8.19736, -0.766815,  0.736155,  -1.98511, -0.309142,   1.01293,  0.809039,  -1.14542,  0.391199,  -1.54999, -0.619709, -0.945873, -0.785923,  -1.51537,-0.0421709, -0.485558,  0.493203,   0.29028, -0.305945
RF03069#URS0000D6AAEC_12908/1-181#subopt0,  7.85254, 0.853064, 0.536189, -3.12015, -1.26479,-0.166334, 0.744085,-0.593505, 0.135511, -1.95171,-0.272186, -1.45857,-0.343013, -1.92058,0.0100483, 0.364195, 0.516562,  1.26703,0.0252925
RF03069#URS0000D6AAEC_12908/1-181#subopt1,    7.5649,    1.0556,  0.647106,  -2.38348,  -1.05904,  0.383983,  0.595417, 0.0371966,-0.0855004,  -1.91747, -0.625668, -0.866616, -0.130737,  -1.78403, -0.253927,  0.319305,  0.229846,   1.11857,  0.162693
RF03069#URS0000D6AAEC_12908/1-181#subopt2,  8.17754, 0.634892, 0.143435,  -2.1407,-0.938965, 0.481226, 0.236996, 0.408499, 0.273267, -1.55361, -0.49977,-0.978904, 0.212618, -2.42125,-0.115584,  0.29192, 0.698462, 0.869573, 0.328446
RF03069#URS0000D6AAEC_12908/1-181#subopt3,  7.60851,  1.01045, 0.694168, -2.34317, -1.26861, 0.307401, 0.748552, -0.12688,0.0608605, -1.81587,-0.486488,-0.990185,0.0343791, -2.10307,-0.150736, 0.105234, 0.314579,  1.21767, 0.055766
RF03069#URS0000D6AAEC_12908/1-181#subopt4,   7.93194,  0.657227,  0.782174,   -2.7826,   -1.2228, 0.0929902,-0.0469252,   -1.3922,  0.100157,   -1.4908,  -0.18108,  -1.26822,  -0.53269,  -1.55111, -0.356146,   0.55573,  0.524749,   1.36574, -0.223391
RF03069#URS0000D6CA86_12908/1-179#subopt0,   8.3692, -0.33553, 0.692674, -2.02154,-0.633932,-0.149283, -1.45389,  1.09237, 0.736434, -1.77143, 0.520586,-0.320985,0.0945947,-0.373368, 0.590914,   1.3119,-0.493545,-0.192999,-0.969296
RF03069#URS0000D6CA86_12908/1-179#subopt1,   8.10408,  -1.32178,   1.28582,  -1.73418,  0.233951,  0.230743, -0.933345,  0.631213,  0.659031,  -1.87361,  0.249228,-0.0888098, -0.793262, -0.624191,    1.8574,   1.30827, -0.555931, 0.0442996, -0.896046
RF03069#URS0000D6CA86_12908/1-179#subopt2,   8.2046, -1.49014, 0.738056, -1.04802, 0.221015, 0.532157,-0.498505,  1.30116, 0.832365, -1.85182, 0.613795,-0.522279, -0.70556,-0.609297,  1.83593,  1.11581,-0.346067,-0.179429,-0.835447
RF03069#URS0000D6CA86_12908/1-179#subopt3,  8.52312, -1.77829, 0.947841,   -1.586, 0.291049, 0.403228,  -0.7704,  0.81941, 0.673187, -1.43933, 0.108308,-0.789287,-0.977895,-0.170913,  1.76226,  1.17187, -0.60671,-0.171027,-0.794566
RF03069#URS0000D6CA86_12908/1-179#subopt4,   8.26857,   -1.5315,  0.791696, -0.920173,  0.215428,  0.325163,  -1.02923,  0.675434,  0.790096,  -2.04494,  0.522905,-0.0961254, -0.869169, -0.487167,   1.66584,   1.11374, -0.407139, -0.312714, -0.621685
RF03069#URS0000D68963_12908/1-179#subopt0,  7.98768, 0.151998,  0.93037,  -1.3287,-0.116269, -1.20847,-0.297446,  2.77824,  0.70236, -2.28547,  1.06126,-0.347852, 0.107878, 0.116529,-0.241394,  0.34343,-0.398448, -0.48204,-0.378451
RF03069#URS0000D68963_12908/1-179#subopt1,   7.96029,  0.128721,  0.731899,  -1.58467,-0.0741269, -0.689541, -0.147165,   2.77445,   1.15945,  -2.16905,   1.02163, -0.134076,  -0.27056, -0.199226, -0.236847,  0.871566, -0.418433, -0.442311, -0.550593
RF03069#URS0000D68963_12908/1-179#subopt2,   8.38592, -0.181071,   1.22185,  -1.77508,0.00260598,  -1.32412,  -0.73153,   2.16515,  0.586351,  -1.79277,  0.572911, -0.591003, -0.112763,  0.658698, -0.335182,  0.482935, -0.660037, -0.421194,  -0.40645
RF03069#URS0000D68963_12908/1-179#subopt3,  8.34768,-0.198326,  1.01652, -2.03725,0.0330367,-0.789766,-0.593518,  2.14872,  1.05154, -1.66851, 0.521898,-0.369425,-0.519271, 0.343259,-0.340123,  1.00294, -0.67652,-0.385782,-0.581729
RF03069#URS0000D68963_12908/1-179#subopt4,    8.08822,  0.0816228,    1.03209,   -1.24161, -0.0761734,   -1.15982,  -0.767802,    2.46133,    1.37175,   -1.98043,   0.956591,  0.0773199,0.000882719,   0.348354,  -0.170439,   0.889679,  -0.419396,  -0.406199,   -0.49361
RF02969#JYHN01000092.1/137006-137114#subopt0,   4.93956,   2.35583,   2.28727, -0.563704, -0.755914,   1.33464, -0.203722,  0.891382,  0.533748, -0.152849, -0.617249,-0.0470418, -0.291663,  0.800022, -0.223115, -0.060056,  0.374044,  0.110344, -0.697418
RF02969#JYHN01000092.1/137006-137114#subopt1,  4.93694,  2.28817,  2.21821,-0.280922, -1.14711, 0.524336,-0.683516,-0.327545,-0.103183,-0.515386,-0.662785,0.0222909,0.0942659,0.0112805,-0.100381,-0.823494, 0.352384,-0.258535,-0.535644
RF02969#JYHN01000092.1/137006-137114#subopt2,   4.95215,   2.17059,   2.43605,  -0.51267,  -1.18761,   1.31423, -0.523166,  0.602725,  -0.30372,0.00929618,  -0.49624, -0.431371, -0.338417,  0.486211,  0.107269,  -0.26554,  0.792717, -0.195878, -0.861866
RF02969#JYHN01000092.1/137006-137114#subopt3,  4.96688,  2.15852,  2.29933,-0.624645, -1.07953, 0.932492, 0.228808,  1.41086,-0.645928,-0.400038,-0.429372,-0.712671,  0.24703, 0.295035, 0.278877,-0.464785, 0.676642,-0.135637,-0.585416
RF02969#JYHN01000092.1/137006-137114#subopt4,  5.62687,  1.75505,  1.42815,-0.561983,-0.796572,  1.93904, 0.476745,  1.79229, 0.990387,-0.115666,-0.355441,-0.378412,-0.556444, 0.558613,-0.353063,-0.731637, 0.871998,-0.669899,-0.318699
RF02969#URS0000D6A288_12908/1-113#subopt0,   6.06899, -0.285587,  0.933494, -0.987996,-0.0770832,  0.811658,  0.767252,  0.795121,  0.308742,  0.815446,  -1.14121, -0.873411,  -1.18843,   0.21721,  0.453599, -0.280471,   1.65389,  -1.17201, -0.109082
